,house,department,census_tract,country,hh_size,migrant_num,wealth_index,remit,lat,long,lat_SPEI,long_SPEI,pop_cent_lat,pop_cent_long,intensity,magnitude,duration,frequency,severity,dispersion,area,NDVI_mean,SVI_severity
1669,476,mbour,darou salam,senegal,10,0,-2.74680785822494,,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1670,488,mbour,darou salam,senegal,3,1,-2.0376370003978,1.0,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1671,881,fatick,beredji de diame,senegal,10,2,-3.63601438609975,1.0,14.5609965,-16.33790165,14.55,-16.35,14.50274052,-16.39672928,-1.4299193620681763,-1.4519524574279785,1.5,0.2,-2.2271275520324707,-0.19999999999999973,31678417.24061081,0.1853502204038461,1.3922576016329171
1672,1665,kaffrine,darou nandjigui,senegal,12,1,-3.17258173381943,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1673,1652,kaffrine,manfjigui,senegal,6,0,-2.49765465098875,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1674,1624,matam,diandioly,senegal,17,3,-1.69284527889232,1.0,15.54077403,-13.24904558,15.55,-13.25,15.6680352,-13.36263999,-1.421538233757019,-1.421538233757019,1.0,0.4,-1.421538233757019,0.10000000000000009,25482874.922935735,0.14071257896116265,0.17870419711314503
1675,1586,ranerou,wouro doro,senegal,12,1,-2.97132935407742,1.0,15.00226737,-14.67912165,15.0,-14.7,15.03429087,-14.76136369,-1.3658040523529054,-1.3658040523529054,1.0,0.5,-1.3658040523529054,-0.5,22577978.458342873,0.1784930611663862,0.7098850490197497
1676,1353,matam,agnam civol,senegal,5,2,-3.04912839928567,1.0,16.00801046,-13.68783836,16.0,-13.7,16.0110665,-13.6728487,-1.4798132181167603,-1.6250404516855876,2.3333333333333335,0.3,-3.4642043113708496,-0.29999999999999993,74216422.3927834,0.14468254973603553,-0.10879370605869632
1677,1654,kaffrine,darou nandjigui,senegal,7,0,-2.56449647478822,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1678,1572,ranerou,zoumboul samba abdou,senegal,19,0,-3.75390036429765,,15.00226737,-14.67912165,15.0,-14.7,15.03429087,-14.76136369,-1.3658040523529054,-1.3658040523529054,1.0,0.5,-1.3658040523529054,-0.5,22577978.458342873,0.1784930611663862,0.7098850490197497
1679,713,tiwaouane,khandane,senegal,6,1,-2.20854647466099,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1680,1636,nioro,keur amath drame,senegal,12,0,-4.24348499414439,,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
1681,621,rufisque,niagha ouolof,senegal,5,0,-2.13936805908623,,14.80539524,-17.23892342,14.8,-17.25,14.81724179,-17.22764196,-1.7393890619277954,-1.7393890619277954,2.0,0.3,-3.478778123855591,-0.30000000000000004,154869.64796579359,0.1776861332432898,0.7546267487414203
1682,855,diourbel,medinatoul,senegal,8,0,-1.13224567234449,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
1683,1477,matam,asnde balla,senegal,12,1,-2.29760451952042,1.0,14.47940917,-14.51631588,14.5,-14.5,14.47252629,-14.56250057,-1.380640639199151,-1.4454525841606989,1.888888888888889,0.5,-2.611220584975349,0.7,112791462.04980156,0.19380932241699145,1.6644768302632869
1684,1202,mbacke,touba madiyana,senegal,9,0,-3.19951487013014,,14.9198,-15.8823,14.9,-15.9,14.85551526,-15.88108409,-1.4088165760040283,-1.4088165760040283,1.0,0.2,-1.4088165760040283,-0.19999999999999973,51273248.72292103,0.1754274098945474,1.1159896921192425
1685,1478,matam,asnde balla,senegal,4,1,-3.70833895554832,1.0,14.47940917,-14.51631588,14.5,-14.5,14.47252629,-14.56250057,-1.380640639199151,-1.4454525841606989,1.888888888888889,0.5,-2.611220584975349,0.7,112791462.04980156,0.19380932241699145,1.6644768302632869
1686,1657,kaffrine,darou nandjigui,senegal,11,0,-2.3973552476384,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1687,1374,matam,nguilogne somone,senegal,11,1,-2.54011901443664,1.0,15.9373344,-13.35219736,15.95,-13.35,16.0110665,-13.36263999,-1.464976143836975,-1.4993435621261597,1.4,0.5,-2.073451375961304,-0.5,85012463.82991388,0.14380216606801252,0.2996544329378138
1688,1578,ranerou,loumbol samba abdou,senegal,15,1,-3.27180863067279,1.0,15.00226737,-14.67912165,15.0,-14.7,15.03429087,-14.76136369,-1.3658040523529054,-1.3658040523529054,1.0,0.5,-1.3658040523529054,-0.5,22577978.458342873,0.1784930611663862,0.7098850490197497
1689,1072,kebemer,affe 2h1 peul affe2,senegal,4,0,-3.4210813680143,,15.80634938,-16.29988776,15.8,-16.3,15.71702669,-16.26780651,-1.6397347648938496,-1.6397347648938496,1.0,0.4,-1.6397347648938496,0.10000000000000031,34712926.15770709,0.16236827762103234,0.11939523981681506
1690,1468,matam,hodio,senegal,6,0,-4.3325122300979,1.0,16.05755556,-13.72019879,16.05,-13.7,16.0110665,-13.6728487,-1.4937115112940471,-1.6250476439793904,2.3333333333333335,0.3,-3.45904533068339,-0.29999999999999993,88992224.96618174,0.14005308602541153,-0.2911244662543107
1691,1479,matam,ndiakir,senegal,6,1,-2.66436883153408,1.0,16.02259398,-13.70369001,16.0,-13.7,16.0110665,-13.6728487,-1.4798132181167603,-1.6250404516855876,2.3333333333333335,0.3,-3.4642043113708496,-0.29999999999999993,74216422.3927834,0.14468254973603553,-0.10879370605869632
1692,1660,kaffrine,darou nandjigui,senegal,12,4,-3.17258173381943,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1693,1475,matam,hodio,senegal,4,1,-2.64619053303948,1.0,16.05755556,-13.72019879,16.05,-13.7,16.0110665,-13.6728487,-1.4937115112940471,-1.6250476439793904,2.3333333333333335,0.3,-3.45904533068339,-0.29999999999999993,88992224.96618174,0.14005308602541153,-0.2911244662543107
1694,1449,kanel,medina torobe,senegal,7,1,-3.70341315502099,0.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1695,492,mbour,darou salam,senegal,13,0,-1.76043587435515,,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1696,884,bambeye,leona sud,senegal,5,0,-2.40940857377954,,14.69755622,-16.45053577,14.7,-16.45,14.72094534,-16.45109143,-1.4451796611150105,-1.4870269695917766,1.5,0.4,-2.183404505252838,0.10000000000000031,32088421.975644197,0.18615080486793908,0.8862070221520882
1697,1352,matam,agnam civol,senegal,9,2,-2.18112031599157,1.0,16.00801046,-13.68783836,16.0,-13.7,16.0110665,-13.6728487,-1.4798132181167603,-1.6250404516855876,2.3333333333333335,0.3,-3.4642043113708496,-0.29999999999999993,74216422.3927834,0.14468254973603553,-0.10879370605869632
1698,481,mbour,darou salam,senegal,6,0,-2.29760451952042,,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1699,486,mbour,darou salam,senegal,5,0,-2.21994838383452,,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1700,1591,kanel,sorry,senegal,4,0,-3.70833895554832,,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1701,1457,kanel,medina torobe,senegal,6,0,-3.74066963385058,,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1702,1335,kanel,aoure,senegal,6,1,-4.3325122300979,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
1703,1671,kaffrine,darou nandjigui,senegal,6,1,-2.25387193204463,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1704,1383,matam,nguidjilogne somona,senegal,8,0,-3.4210813680143,,15.9373344,-13.35219736,15.95,-13.35,16.0110665,-13.36263999,-1.464976143836975,-1.4993435621261597,1.4,0.5,-2.073451375961304,-0.5,85012463.82991388,0.14380216606801252,0.2996544329378138
1705,1400,matam,boynadji roumbe,senegal,2,2,-2.35374428879049,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1706,917,bambeye,paye baridian,senegal,5,3,-1.68791471435927,1.0,14.71688363,-17.46683875,14.7,-17.45,14.72094534,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1707,707,tiwaouane,khandane,senegal,13,4,-3.20968372212408,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1708,1071,kebemer,affe 2h1peul affe,senegal,7,0,-2.01964174465986,,15.80634938,-16.29988776,15.8,-16.3,15.71702669,-16.26780651,-1.6397347648938496,-1.6397347648938496,1.0,0.4,-1.6397347648938496,0.10000000000000031,34712926.15770709,0.16236827762103234,0.11939523981681506
1709,1450,kanel,medina torobe,senegal,6,3,-4.24348499414439,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1710,1486,matam,ndiakir,senegal,12,4,-2.87814199125434,1.0,16.02259398,-13.70369001,16.0,-13.7,16.0110665,-13.6728487,-1.4798132181167603,-1.6250404516855876,2.3333333333333335,0.3,-3.4642043113708496,-0.29999999999999993,74216422.3927834,0.14468254973603553,-0.10879370605869632
1711,1571,ranerou,zoumboul samba abdou,senegal,15,0,-3.1941524949869,,15.00226737,-14.67912165,15.0,-14.7,15.03429087,-14.76136369,-1.3658040523529054,-1.3658040523529054,1.0,0.5,-1.3658040523529054,-0.5,22577978.458342873,0.1784930611663862,0.7098850490197497
1712,1600,kanel,sorry,senegal,5,1,-4.64313677284149,1.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1713,909,bambeye,ndiayalla,senegal,8,1,-3.22003787354886,1.0,14.97599298,-16.44924477,15.0,-16.45,15.03429087,-16.45109143,-1.4345709085464478,-1.447630219989353,1.4444444444444444,0.5,-2.0619481007258096,0.7,27682950.449185394,0.18260023066367168,0.4476740036306867
1714,1859,podor,fanaye,senegal,16,2,-3.88994237119209,0.0,16.52599054,-15.22269493,16.55,-15.2,16.47147469,-15.27583107,-1.4163707494735718,-1.4776710271835327,1.3333333333333333,0.3,-1.8759554624557495,-0.30000000000000004,153771383.6199495,0.13955652235616364,0.6243477840838064
1715,1661,kaffrine,darou nandjigui,senegal,9,2,-2.34239244596737,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1716,1670,kaffrine,darou nandjigui,senegal,12,2,-3.17258173381943,0.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1717,1656,kaffrine,darou nandjigui,senegal,17,0,-2.99610099913642,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1718,1925,podor,namaye,senegal,7,0,-4.36191871933776,,16.42777753,-14.09801568,16.45,-14.1,16.42033799,-14.01712506,-1.497347131371498,-1.5201416462659836,1.5,0.5,-2.2504524141550064,-0.09999999999999998,102753802.7739172,0.13597522943041296,-0.5094928944360394
1719,783,mbacke,guede bousso,senegal,9,2,-2.31969911195251,0.0,14.89820198,-15.86724177,14.9,-15.85,14.85551526,-15.88108409,-1.3956090211868286,-1.3956090211868286,1.0,0.2,-1.3956090211868286,-0.19999999999999973,51273248.72292103,0.17998058917417376,1.118278952814868
1720,1663,kaffrine,darou nandjigui,senegal,14,1,-2.3990813271767,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1721,1639,nioro,keur birame ba,senegal,8,1,-2.67885230092251,1.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
1722,745,diourbel,medinatoul,senegal,1,0,-1.3408148515304,,14.73727345,-16.24237956,14.75,-16.25,14.74391863,-16.24558632,-1.43814484278361,-1.4564633170763652,1.5,0.4,-2.155242065588633,0.10000000000000031,32088421.975644197,0.1837716228873471,0.9820974834469061
1723,1659,kaffrine,nandjigui,senegal,9,1,-3.20598145076492,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1724,1599,kanel,sorry,senegal,4,1,-1.7396854714832,1.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1725,1601,kanel,sorry,senegal,6,1,-3.1008991564096,1.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1726,1641,nioro,keur amath drame,senegal,7,1,-3.50658749328992,1.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
1727,1605,kanel,sorry,senegal,6,1,-3.79906454644483,1.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1728,1589,kanel,sony,senegal,18,0,-3.61978470283499,,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1729,1598,kanel,sorry,senegal,8,1,-3.75518391214493,1.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1730,1447,kanel,medina torobe,senegal,13,0,-3.67854472530186,,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1731,1655,kaffrine,darou nandjigui,senegal,15,0,-2.01148194638385,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1732,480,mbour,darou salam,senegal,6,1,-1.13224567234449,1.0,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1733,1653,kaffrine,nandjigui,senegal,7,0,-3.07162875742776,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1734,1579,ranerou,loumbol samba abdou,senegal,11,1,-3.84421114809844,0.0,15.00226737,-14.67912165,15.0,-14.7,15.03429087,-14.76136369,-1.3658040523529054,-1.3658040523529054,1.0,0.5,-1.3658040523529054,-0.5,22577978.458342873,0.1784930611663862,0.7098850490197497
1735,1631,nioro,samba malick,senegal,10,0,-2.53861109622625,,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
1736,341,thies,mbour i,senegal,6,0,-1.57619063576302,,14.68562239,-17.45034661,14.7,-17.45,14.66195934,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0
1737,1667,kaffrine,nandjigui,senegal,8,1,-3.11045682527071,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1738,1464,kanel,medina torobe,senegal,4,3,-3.49633012652527,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1739,58,pikine,ousmane faye 05,senegal,8,0,-1.44287021508808,,14.8268,-17.27016,14.85,-17.25,14.81724179,-17.22764196,-1.7305117845535278,-1.7305117845535278,2.0,0.3,-3.4610235691070557,-0.30000000000000004,154869.64796579359,0.1501572092451867,1.451061307156968
1740,1503,matam,diamel,senegal,4,1,-3.49633012652527,1.0,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
1741,1596,kanel,sorry,senegal,5,1,-2.75622943682803,1.0,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1742,1669,kaffrine,darou nandjigui,senegal,7,2,-3.3434252323284,1.0,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1743,1433,matam,golere,senegal,9,1,-3.32747291566184,1.0,16.24895647,-14.10938504,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
1744,1456,kanel,medina torobe,senegal,7,2,-3.61281433005411,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1745,1921,podor,nanaye,senegal,7,1,-2.33264180123349,1.0,16.24874342,-14.10811085,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
1746,1331,kanel,aoure,senegal,8,1,-4.28074147297397,1.0,15.14596428,-12.94689277,15.15,-12.95,15.23872587,-13.36263999,-1.4115985234578452,-1.4222437342007956,1.1666666666666665,0.4,-1.6673047542572021,1.1000000000000005,39964485.85738085,0.17064349304190882,0.3381165478884209
1747,479,mbour,darou salam,senegal,8,0,-1.13224567234449,,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1748,1469,matam,asnde balla,senegal,5,0,-2.61919142097455,,14.47940917,-14.51631588,14.5,-14.5,14.47252629,-14.56250057,-1.380640639199151,-1.4454525841606989,1.888888888888889,0.5,-2.611220584975349,0.7,112791462.04980156,0.19380932241699145,1.6644768302632869
1749,1593,kanel,sorry,senegal,5,0,-3.06472560217707,,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1750,1460,kanel,medina torobe,senegal,4,0,-3.01295484505314,1.0,15.41865156,-13.18384815,15.4,-13.2,15.38130032,-13.36263999,-1.413404494524002,-1.4225374460220337,1.25,0.3,-1.7538409531116486,0.3666666666666667,31893940.416139115,0.16208018723711468,0.2595341742764887
1751,3035,dakar,liberte 6,senegal,5,0,-1.30731834992478,1.0,14.73104,-17.46105,14.75,-17.45,14.72402296,-17.45998489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09401770258871438,0.0
1752,1877,podor,dodele,senegal,8,1,-1.7396854714832,1.0,16.50354464,-14.42019001,16.5,-14.4,16.47147469,-14.56250057,-1.420293152332306,-1.4206809997558594,1.25,0.5,-1.8065381050109863,-0.09999999999999998,112842125.90767488,0.13668133145939754,0.07178261135265318
1753,1120,kaolack,sara ndiougary,senegal,5,1,-1.57378325858809,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1754,1649,nioro,keur amath drame,senegal,20,1,-2.99979891035956,0.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
1755,1664,kaffrine,darou nandjigui,senegal,10,0,-2.76424632558169,,14.1046257,-15.54985414,14.1,-15.55,14.0770377,-15.5307987,-1.8760344982147217,-1.9538320302963257,2.0,0.1,-3.7520689964294434,-0.09999999999999998,40611737.75569371,0.1882620812275444,1.9248660902354642
1756,1651,nioro,keur ndiogou dieng,senegal,12,2,-3.76442433006675,1.0,13.78607662,-15.79470889,13.8,-15.8,13.7751637,-15.78133054,-1.382529765367508,-1.3989005386829376,1.25,0.3,-1.8861394226551056,0.3666666666666667,50659863.85210458,0.20054917235513914,-0.33302045838406835
1757,1488,matam,diamel,senegal,13,0,-4.28426258365186,,15.83897387,-13.22043021,15.85,-13.2,15.71702669,-13.36263999,-1.4572212934494018,-1.4829920768737792,1.4,0.5,-2.045697331428528,-0.5,88268675.39040217,0.1521762469352469,0.1420883942981827
1758,484,mbour,darou salam,senegal,5,3,-2.45728580303835,1.0,15.44284137,-14.05528102,15.45,-14.05,15.38130032,-14.01712506,-1.3363890647888184,-1.433099627494812,2.0,0.2,-2.6727781295776367,-0.19999999999999973,27289358.567014486,0.17132590395610106,1.8194241026731515
1759,1594,kanel,sorry,senegal,12,0,-3.00936064947057,,15.20066949,-12.94539215,15.2,-12.95,15.23872587,-13.36263999,-1.4016615549723306,-1.4121493299802146,1.1666666666666665,0.4,-1.6579746206601462,1.1000000000000005,39964485.85738085,0.16986689693492946,0.2831974274434441
1760,1958,dagana,bouleydi,senegal,4,0,-2.69687836556636,,16.58435183,-15.45257669,16.6,-15.45,16.47147469,-15.40508637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13777993152999532,0.0
1761,1878,podor,dodele,senegal,8,0,-2.8532735615352,,16.50354464,-14.42019001,16.5,-14.4,16.47147469,-14.56250057,-1.420293152332306,-1.4206809997558594,1.25,0.5,-1.8065381050109863,-0.09999999999999998,112842125.90767488,0.13668133145939754,0.07178261135265318
1762,1386,matam,boynadji roumbe,senegal,4,0,-4.01696188682698,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1763,1129,kaolack,sara ndiougary,senegal,8,1,-1.60110667552227,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1764,1432,matam,golere,senegal,7,0,-3.44422679464267,,16.24895647,-14.10938504,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
1765,965,louga,ndiagne,senegal,5,2,-4.79000213300807,1.0,15.51803969,-16.05754713,15.5,-16.05,15.38130032,-16.02810215,-1.392706294854482,-1.4288204709688823,1.5,0.4,-2.1239432096481323,0.10000000000000031,25678454.51897703,0.1781829648828505,1.010158194307514
1766,847,diourbel,medinatoul nord,senegal,12,0,-2.58623721156716,,14.65733141,-16.23486005,14.65,-16.25,14.66195934,-16.23192106,-1.4404619137446086,-1.4663568337758381,1.3333333333333333,0.3,-1.9705688158671062,-0.30000000000000004,24261947.253483657,0.18154962561663165,0.9397827410080014
1767,757,diourbel,medinatoul est,senegal,14,3,-1.25649548944192,1.0,,,,,14.72402296,-17.45998489,,,,,,,,,
1768,1913,podor,nanaye,senegal,16,0,-2.46724576975571,,16.24874342,-14.10811085,16.25,-14.1,16.42033799,-14.01712506,-1.4216880947351456,-1.4927140325307846,1.75,0.5,-2.5103139728307724,-0.09999999999999998,92486397.08218706,0.14791239420962837,-0.026846788331014226
